-4.95061	-4.47036	2.47669	-0.718107	1.50589	-1.35128	
-4.92467	-4.50879	2.48196	-0.707979	1.50068	-1.36051	
-4.90944	-4.54817	2.50287	-0.701139	1.49962	-1.37091	
-5.18179	-4.28479	1.98315	-0.743944	1.47202	-1.26677	
-5.96968	-3.4943	0.768056	-0.899045	1.44218	-0.983892	
-5.37867	-3.72558	1.5962	-0.827956	1.46964	-1.10403	
-4.833	-4.36291	2.04274	-0.686071	1.44016	-1.27077	
-5.28864	-4.63188	0.834798	-0.663947	1.34731	-1.18407	
-6.03505	-4.35898	-0.200298	-0.765887	1.3314	-1.00983	
-6.15555	-3.82172	-0.117633	-0.850244	1.37053	-0.917303	
-5.67317	-3.54116	0.837113	-0.840834	1.42354	-0.982722	
-5.1509	-4.08407	2.1221	-0.744043	1.50362	-1.24348	
-4.97597	-4.99577	2.94178	-0.64368	1.57661	-1.51241	
-5.07643	-5.46561	2.87711	-0.601598	1.58447	-1.58205	
-4.9313	-5.42505	2.55278	-0.56667	1.53028	-1.5275	
-4.54082	-5.37303	2.77773	-0.514189	1.51043	-1.53796	
-4.1849	-5.54973	3.56433	-0.462688	1.56469	-1.66549	
-3.92333	-5.95046	4.58704	-0.413521	1.66302	-1.86611	
-3.75131	-5.93875	5.42505	-0.422713	1.75684	-1.96869	
-3.75271	-5.50271	5.78993	-0.489945	1.81968	-1.92337	
-3.53359	-5.08554	5.53857	-0.485893	1.7625	-1.82243	
-3.4914	-4.83602	4.72867	-0.471378	1.65855	-1.68176	
-3.66631	-4.70236	4.00154	-0.495174	1.60423	-1.56047	
-3.90544	-4.46679	3.40642	-0.548167	1.57576	-1.43564	
-4.02888	-4.31069	3.05269	-0.58676	1.56206	-1.35311	
-4.16607	-4.0638	2.74227	-0.647917	1.55944	-1.2477	
-4.2058	-4.09334	2.1998	-0.6399	1.49956	-1.18134	
-4.28685	-4.15153	1.49821	-0.63374	1.42681	-1.09651	
-4.4045	-4.09649	0.952551	-0.657702	1.38379	-1.0041	
-4.54989	-4.0263	0.437268	-0.683674	1.34405	-0.918488	
-4.65093	-3.99809	0.151597	-0.710407	1.33005	-0.866234	
-4.6636	-3.86074	0.097528	-0.744296	1.33349	-0.820435	
-4.58047	-3.72745	0.277127	-0.764128	1.34738	-0.807427	
-4.57472	-3.92989	0.352164	-0.746043	1.35227	-0.848502	
-4.54183	-4.30905	0.483599	-0.702557	1.35788	-0.926515	
-4.54267	-4.39616	0.551159	-0.695128	1.36242	-0.94331	
-4.37649	-4.56876	0.837195	-0.65434	1.36674	-1.00256	
-4.16345	-4.92364	1.26165	-0.57813	1.37434	-1.12368	
-4.05039	-5.22439	1.68328	-0.527501	1.39863	-1.22998	
-4.05287	-4.82607	1.99336	-0.583909	1.43968	-1.18747	
-3.94947	-4.99316	2.4304	-0.551525	1.46992	-1.2726	
-3.87412	-4.76207	2.6169	-0.56476	1.47628	-1.25184	
-3.73632	-4.85688	2.8087	-0.525071	1.46958	-1.2963	
-3.64782	-4.87432	3.00914	-0.504146	1.47576	-1.32893	
-3.64947	-4.96076	3.22261	-0.49266	1.49959	-1.37168	
-3.74081	-4.81602	3.32481	-0.51972	1.52634	-1.35889	
-3.76707	-4.67986	3.39747	-0.535178	1.54058	-1.34282	
-3.75295	-4.57661	3.2698	-0.531814	1.52105	-1.31128	
-3.77099	-4.53178	3.17419	-0.531627	1.51296	-1.2915	
-3.89481	-4.46645	3.00727	-0.549731	1.51041	-1.25628	
-3.94555	-4.43555	3.01876	-0.564854	1.52495	-1.24556	
-4.03416	-4.36122	2.89573	-0.586402	1.52782	-1.21291	
-4.07072	-4.27191	2.83486	-0.605957	1.53298	-1.184	
-4.07145	-4.3272	2.87174	-0.602612	1.54323	-1.19353	
-4.07932	-4.45724	2.81847	-0.584316	1.54024	-1.20893	
-4.19008	-4.47949	2.71832	-0.600081	1.55063	-1.18623	
-4.23119	-4.34084	2.59857	-0.61994	1.54875	-1.14203	
-4.22394	-4.20289	2.54202	-0.63676	1.54971	-1.10499	
-4.21633	-4.04928	2.44469	-0.653538	1.54297	-1.06255	
-4.21004	-3.96555	2.40024	-0.662432	1.54009	-1.04171	
-4.22738	-3.90438	2.30714	-0.676062	1.53693	-1.01702	
-4.27072	-3.6996	2.16558	-0.713447	1.53159	-0.95061	
-4.21208	-3.51515	2.0969	-0.732048	1.521	-0.904974	
-4.15718	-3.48489	2.05443	-0.731344	1.51165	-0.892883	
-4.12264	-3.40711	2.03755	-0.739986	1.5089	-0.873812	
-4.10069	-3.35011	1.99804	-0.744786	1.50322	-0.858738	
-4.08455	-3.38222	1.95825	-0.739482	1.4978	-0.859856	
-4.0708	-3.34387	2.04675	-0.749942	1.51209	-0.85789	
-4.08416	-3.3547	2.01239	-0.750213	1.51058	-0.856656	
-4.14186	-3.44364	1.94021	-0.747564	1.51121	-0.864619	
-4.21179	-3.46551	1.82901	-0.75589	1.51013	-0.853593	
-4.25811	-3.47295	1.75898	-0.763653	1.51009	-0.84367	
-4.31575	-3.4281	1.66551	-0.778557	1.50947	-0.821001	
-4.3772	-3.53745	1.62637	-0.773767	1.51438	-0.834883	
-4.45011	-3.62548	1.58436	-0.773708	1.52101	-0.8435	
-4.50381	-3.69263	1.69653	-0.779477	1.5479	-0.865485	
-4.55198	-3.62485	1.78536	-0.79992	1.57064	-0.859956	
-4.62194	-3.5891	1.76057	-0.813412	1.57922	-0.849909	
-4.66921	-3.6834	1.80943	-0.808092	1.59331	-0.873446	
-4.75293	-3.44411	1.74635	-0.847407	1.60017	-0.820188	
-4.78461	-3.34578	1.8057	-0.865179	1.61634	-0.807258	
-4.80213	-3.48687	1.90637	-0.848286	1.63111	-0.845943	
-4.78617	-3.61435	2.00251	-0.826967	1.63945	-0.880565	
-4.77975	-3.6044	2.13883	-0.828817	1.65979	-0.892015	
-4.78496	-3.61067	2.19091	-0.825562	1.66788	-0.898097	
-4.8216	-3.76465	2.31732	-0.809025	1.68947	-0.938686	
-4.84261	-3.83996	2.38924	-0.798264	1.7026	-0.95967	
-4.86815	-3.9402	2.42641	-0.783666	1.71122	-0.980572	
-4.92009	-3.89962	2.4044	-0.790309	1.71832	-0.96859	
-4.96509	-3.87233	2.40635	-0.799602	1.73044	-0.958792	
-5.02665	-3.96037	2.48121	-0.796902	1.75172	-0.980353	
-5.09868	-4.16127	2.49762	-0.781025	1.76406	-1.01211	
-5.13506	-4.25338	2.42426	-0.772155	1.75994	-1.0173	
-5.17447	-4.20645	2.35923	-0.783425	1.75944	-0.997685	
-5.23652	-4.0368	2.29191	-0.816614	1.76459	-0.954099	
-5.30924	-4.03855	2.18891	-0.82244	1.75982	-0.942328	
-5.37273	-4.07332	2.14111	-0.828434	1.76484	-0.93991	
-5.42386	-3.9568	2.0332	-0.852742	1.75968	-0.896692	
-5.41817	-3.74989	1.95533	-0.87741	1.75066	-0.847876	
-5.41814	-3.67626	1.92901	-0.886869	1.74854	-0.829443	
-5.4225	-3.74402	1.91497	-0.875524	1.74488	-0.840882	
-5.41446	-3.65655	1.94455	-0.88752	1.75068	-0.824919	
-5.39896	-3.53481	1.87308	-0.899213	1.74095	-0.792318	
-5.36029	-3.61472	1.88497	-0.880844	1.73486	-0.803749	
-5.31553	-3.68816	1.93279	-0.861838	1.73417	-0.82185	
-5.29501	-3.68602	1.92726	-0.858256	1.7333	-0.817172	
-5.24691	-3.6567	2.03222	-0.857003	1.74402	-0.819454	
-5.23991	-3.657	2.08818	-0.853578	1.75175	-0.82511	
-5.24679	-3.7145	2.11434	-0.844084	1.7571	-0.83748	
-5.28276	-3.71902	2.16373	-0.847816	1.76968	-0.838494	
-5.28196	-3.74871	2.11506	-0.839956	1.76375	-0.837566	
-5.29552	-3.75441	2.21735	-0.844954	1.784	-0.844688	
-5.3204	-3.79803	2.27591	-0.843332	1.79793	-0.856939	
-5.3902	-3.72913	2.17244	-0.85971	1.7958	-0.83051	
-5.44245	-3.53617	2.12133	-0.892743	1.80069	-0.786492	
-5.51513	-3.58931	1.94901	-0.887156	1.78195	-0.779072	
-5.53591	-3.54391	1.91719	-0.897669	1.78328	-0.76391	
-5.55454	-3.59503	1.9328	-0.893636	1.78867	-0.775102	
-5.57951	-3.51074	1.88072	-0.909245	1.78803	-0.75213	
-5.61011	-3.39001	1.83219	-0.927716	1.78711	-0.725128	
-5.63615	-3.46733	1.8038	-0.918834	1.78626	-0.738284	
-5.67417	-3.55492	1.68781	-0.907105	1.77224	-0.74198	
-5.64624	-3.50781	1.65546	-0.908702	1.76635	-0.729298	
-5.60174	-3.57801	1.61689	-0.890812	1.75458	-0.739545	
