-2.53607	-1.82918	1.06192	-0.285147	0.750268	-0.518776	
-2.52023	-1.83317	1.08412	-0.285284	0.751126	-0.51854	
-2.52027	-1.83132	1.07687	-0.284626	0.750493	-0.51862	
-2.52719	-1.82323	1.09125	-0.286555	0.752084	-0.517494	
-2.64982	-1.64393	1.06056	-0.301716	0.758283	-0.502764	
-3.07865	-0.962935	0.84003	-0.350516	0.772761	-0.448019	
-2.77482	-1.124	0.905341	-0.32098	0.75777	-0.463518	
-2.35527	-1.69747	0.850668	-0.257469	0.726449	-0.514247	
-2.43891	-1.99607	0.634591	-0.239302	0.718801	-0.533312	
-2.70917	-1.99709	0.655542	-0.261297	0.741621	-0.524099	
-2.8276	-1.75831	0.864174	-0.290797	0.768326	-0.501511	
-2.68807	-1.51672	1.17084	-0.304029	0.781771	-0.481162	
-2.461	-1.73278	1.43836	-0.288592	0.784746	-0.500971	
-2.47212	-2.12309	1.34274	-0.26764	0.776395	-0.529583	
-2.48829	-2.25703	1.17899	-0.263799	0.767705	-0.522981	
-2.36679	-2.10748	1.06177	-0.260316	0.75427	-0.501017	
-2.19371	-1.79971	0.995808	-0.256799	0.736475	-0.471903	
-2.10722	-1.59079	1.13285	-0.258948	0.734648	-0.45672	
-2.18629	-1.47622	1.37285	-0.272428	0.749671	-0.451042	
-2.3071	-1.38406	1.58956	-0.283604	0.762555	-0.446272	
-2.35529	-1.23089	1.61213	-0.285339	0.760333	-0.434245	
-2.28364	-1.05637	1.39337	-0.268024	0.735416	-0.419	
-2.23046	-1.11016	1.18441	-0.241192	0.711148	-0.420011	
-2.31948	-1.32859	0.919564	-0.214812	0.692639	-0.433821	
-2.45841	-1.41871	0.830216	-0.209556	0.690764	-0.428471	
-2.51836	-1.43185	0.884378	-0.207319	0.694784	-0.420768	
-2.48806	-1.39252	0.97545	-0.205485	0.696496	-0.408368	
-2.40125	-1.46606	1.0402	-0.186607	0.68773	-0.411604	
-2.44034	-1.57495	1.00847	-0.171064	0.681506	-0.419588	
-2.51007	-1.61534	0.935322	-0.159879	0.67318	-0.417747	
-2.55913	-1.62319	0.890313	-0.152288	0.667418	-0.413626	
-2.54917	-1.56764	0.88045	-0.147415	0.661313	-0.404478	
-2.48243	-1.50032	0.929133	-0.145588	0.65608	-0.389898	
-2.36346	-1.5321	1.02764	-0.136221	0.651644	-0.388848	
-2.34151	-1.54065	1.09381	-0.131143	0.647455	-0.3859	
-2.33035	-1.5096	1.10586	-0.124763	0.640391	-0.38209	
-2.31628	-1.47446	1.14887	-0.121079	0.637319	-0.379279	
-2.29845	-1.42116	1.16744	-0.115045	0.629464	-0.373129	
-2.24847	-1.46217	1.19122	-0.104636	0.623156	-0.375872	
-2.22201	-1.48115	1.15559	-0.0936575	0.613653	-0.374912	
-2.19694	-1.44658	1.19428	-0.0903951	0.611737	-0.365889	
-2.17497	-1.44424	1.26071	-0.0857662	0.613405	-0.365256	
-2.20287	-1.45665	1.22314	-0.0750859	0.605209	-0.365084	
-2.27223	-1.44078	1.19588	-0.0713415	0.605177	-0.362886	
-2.29457	-1.47504	1.21726	-0.0661026	0.606705	-0.364748	
-2.2905	-1.44044	1.19555	-0.0584044	0.601671	-0.358882	
-2.27272	-1.47683	1.20122	-0.0488716	0.600973	-0.361674	
-2.27829	-1.50914	1.17429	-0.0382514	0.596282	-0.361706	
-2.33381	-1.37501	1.13612	-0.0405499	0.597309	-0.34608	
-2.41411	-1.33271	1.0291	-0.0363204	0.595373	-0.343746	
-2.40325	-1.36884	1.06922	-0.0314835	0.595016	-0.340144	
-2.4081	-1.41142	0.974632	-0.01956	0.587964	-0.343806	
-2.40825	-1.47908	1.03416	-0.0183479	0.593542	-0.343343	
-2.39274	-1.48438	0.990526	-0.00798994	0.58367	-0.340589	
-2.35116	-1.43512	0.98217	-0.00461028	0.581397	-0.335324	
-2.30273	-1.3714	1.06118	-0.00286209	0.57929	-0.328096	
-2.28215	-1.33627	1.08498	-0.000571834	0.576119	-0.32542	
-2.27778	-1.40433	1.19364	-0.000463208	0.582042	-0.331534	
-2.29493	-1.35707	1.19042	0.00136603	0.575624	-0.323972	
-2.31829	-1.31101	1.07016	0.00697508	0.565781	-0.321039	
-2.28499	-1.31028	1.18171	0.00424293	0.569508	-0.316329	
-2.27904	-1.30405	1.18073	0.00952052	0.561528	-0.313705	
-2.32028	-1.30725	1.07683	0.0112895	0.556393	-0.312952	
-2.29257	-1.36871	1.17943	0.0124706	0.55678	-0.310678	
-2.28517	-1.3734	1.13835	0.0191064	0.548759	-0.309106	
-2.26192	-1.39555	1.14053	0.0218365	0.546559	-0.30714	
-2.2484	-1.28619	1.16064	0.021206	0.541524	-0.293344	
-2.27415	-1.25181	1.06327	0.0270936	0.533421	-0.292357	
-2.3193	-1.24098	1.13816	0.0214086	0.539489	-0.287342	
-2.35856	-1.24121	1.12336	0.0265859	0.534993	-0.287605	
-2.34911	-1.22114	1.16273	0.0263432	0.537869	-0.284542	
-2.33541	-1.20516	1.16871	0.0323335	0.53313	-0.28187	
-2.38601	-1.16853	1.0614	0.0370149	0.527872	-0.278191	
-2.40487	-1.15336	1.04062	0.0384225	0.527753	-0.273158	
-2.35597	-1.19656	1.03185	0.0483959	0.522273	-0.274139	
-2.35741	-1.20924	0.987036	0.05408	0.521155	-0.27543	
-2.35306	-1.2417	0.944508	0.0646079	0.514625	-0.27745	
