0.0971097	-0.962156	0.0895779	1.18208	-0.278529	0.24894	0.0149389	
0.123961	-0.990175	0.0896176	1.16416	-0.278806	0.248583	0.0149571	
0.0720638	-0.966347	0.0932558	1.17959	-0.278003	0.248656	0.0150106	
-0.0149274	-0.907246	0.0962776	1.22102	-0.275357	0.249738	0.0150678	
-0.368147	-0.867893	0.147891	1.36791	-0.268054	0.251183	0.0154897	
-0.3306	-0.894384	0.156807	1.31299	-0.272346	0.250819	0.0168098	
-0.03902	-0.903793	0.113735	1.162	-0.281955	0.250522	0.0189444	
0.0439831	-0.682458	0.039711	1.18034	-0.286781	0.248919	0.0220191	
-0.0719107	-0.566875	0.0105029	1.27126	-0.28698	0.248528	0.0255895	
-0.18524	-0.666832	0.0424676	1.30741	-0.287045	0.246079	0.0287302	
-0.182653	-0.858263	0.0933584	1.25857	-0.292966	0.244436	0.0313746	
0.0345982	-1.01075	0.105418	1.15726	-0.303014	0.241132	0.0330024	
0.177418	-1.0501	0.0823402	1.11526	-0.311861	0.23962	0.0334417	
0.368733	-0.919814	0.00732346	1.08367	-0.322903	0.237334	0.0330092	
0.407866	-0.837572	-0.0475102	1.0558	-0.3321	0.23705	0.0322039	
0.286483	-0.788721	-0.0609471	1.05311	-0.336288	0.241166	0.0315761	
0.297038	-1.00491	-0.0218915	0.995075	-0.338018	0.239504	0.0313512	
0.221788	-1.18212	0.0328017	1.00821	-0.33648	0.2382	0.0318165	
0.0517471	-1.33962	0.0945855	1.05825	-0.334137	0.23564	0.0330399	
-0.00653118	-1.35019	0.115207	1.06033	-0.332621	0.233488	0.0350958	
-0.0239619	-1.28897	0.105165	1.04266	-0.330042	0.232685	0.0379169	
0.232834	-1.11789	0.033414	0.978914	-0.329011	0.230384	0.0408531	
0.155066	-0.920616	-0.0168207	1.03246	-0.322592	0.231199	0.0433783	
0.0678229	-0.871964	-0.0275465	1.07358	-0.314501	0.226976	0.04492	
-0.00147594	-0.981067	0.00320201	1.07454	-0.305409	0.22558	0.0454409	
-0.068766	-1.00485	0.0244074	1.08642	-0.296246	0.219587	0.0450448	
-0.0474844	-0.886031	-0.0024502	1.10538	-0.289975	0.217098	0.0444069	
-0.12204	-0.744369	-0.0355759	1.15655	-0.281869	0.216	0.043642	
-0.0267566	-0.642929	-0.079934	1.14953	-0.273201	0.213009	0.0429843	
0.0580712	-0.545	-0.129589	1.14376	-0.266586	0.211063	0.0426303	
0.0923156	-0.572616	-0.147464	1.12659	-0.258168	0.208594	0.0427842	
0.160926	-0.619677	-0.156717	1.09222	-0.251488	0.20689	0.0434967	
0.191498	-0.652733	-0.160802	1.07376	-0.244255	0.20515	0.044907	
0.254389	-0.757235	-0.143601	1.03548	-0.234763	0.205617	0.0468162	
0.242369	-0.797248	-0.131252	1.02279	-0.225989	0.204201	0.0491745	
0.191157	-0.825387	-0.119499	1.02287	-0.217533	0.202703	0.0521476	
0.245837	-0.912462	-0.102513	0.97801	-0.207583	0.202935	0.0550594	
0.233238	-0.902973	-0.0996391	0.963861	-0.198978	0.202422	0.0581133	
0.28114	-0.950782	-0.0938947	0.93843	-0.189767	0.201541	0.0610632	
0.254318	-1.02134	-0.076131	0.944507	-0.180192	0.19983	0.0637071	
0.300377	-1.17643	-0.0459127	0.915917	-0.17112	0.195997	0.0661124	
0.263455	-1.20587	-0.0248175	0.910645	-0.161238	0.19532	0.0680502	
0.247495	-1.06672	-0.044127	0.922843	-0.154217	0.195006	0.0695332	
0.308958	-0.919946	-0.086041	0.916027	-0.150149	0.194238	0.0704311	
0.341188	-0.866419	-0.112331	0.915495	-0.145603	0.192829	0.0708766	
0.253868	-0.871054	-0.11121	0.947763	-0.141759	0.189874	0.0709082	
0.149084	-0.988575	-0.0732543	0.955251	-0.137211	0.187282	0.0704474	
0.168669	-0.996195	-0.0644441	0.938649	-0.137776	0.183998	0.0696171	
0.185795	-0.924124	-0.0764356	0.948072	-0.139115	0.181842	0.0684408	
0.18084	-0.89557	-0.0866501	0.965125	-0.139092	0.17954	0.067241	
0.154737	-0.767531	-0.117835	1.00064	-0.141101	0.177047	0.0660071	
0.120426	-0.792842	-0.122113	1.00181	-0.143732	0.174301	0.0647541	
0.154365	-0.827772	-0.122135	0.965927	-0.148185	0.172319	0.0635206	
0.142518	-0.887751	-0.113044	0.955745	-0.153298	0.169067	0.0625459	
0.194919	-0.865994	-0.123329	0.946266	-0.157552	0.166377	0.0618382	
0.174102	-0.855434	-0.128349	0.963338	-0.161857	0.163698	0.0610584	
0.0922668	-0.778623	-0.13518	0.992373	-0.166355	0.162486	0.0603708	
0.013239	-0.776771	-0.125793	1.00423	-0.170129	0.161683	0.0599172	
-0.0125467	-0.7735	-0.124252	1.00974	-0.175416	0.159233	0.0596346	
-0.0374538	-0.808402	-0.113657	1.0107	-0.179404	0.157515	0.0596027	
0.064022	-0.87608	-0.111802	0.966945	-0.185017	0.155533	0.0596453	
0.053714	-0.758325	-0.135368	0.976127	-0.190539	0.155738	0.0599418	
0.0263873	-0.732995	-0.141308	0.986062	-0.192566	0.155088	0.0604415	
-0.155934	-0.678058	-0.13626	1.05138	-0.192931	0.154766	0.0611738	
-0.184238	-0.750788	-0.117903	1.04942	-0.194333	0.153837	0.0621052	
-0.173874	-0.753854	-0.115733	1.04519	-0.196202	0.154279	0.0631729	
-0.071235	-0.723905	-0.135389	1.02116	-0.200146	0.153243	0.0644587	
-0.0339556	-0.6446	-0.160979	1.02185	-0.202364	0.153099	0.0660741	
-0.0343405	-0.643515	-0.174097	1.01721	-0.205161	0.153726	0.0677634	
-0.0287902	-0.694437	-0.172244	0.998869	-0.208503	0.153649	0.0696909	
-0.0757784	-0.775253	-0.146535	0.986504	-0.210757	0.154797	0.0717031	
-0.0750358	-0.766704	-0.145608	0.996171	-0.214433	0.154091	0.0739547	
-0.162041	-0.657433	-0.159281	1.04372	-0.21637	0.15629	0.0761265	
-0.225031	-0.569432	-0.17155	1.06641	-0.218608	0.159285	0.0784014	
-0.224333	-0.557453	-0.185102	1.05349	-0.223241	0.161193	0.0806726	
-0.142656	-0.526983	-0.210156	1.02593	-0.227071	0.161444	0.0828038	
-0.120484	-0.543889	-0.216678	1.01726	-0.230796	0.160933	0.0849136	
-0.088082	-0.553065	-0.221709	1.00689	-0.233911	0.161827	0.0868867	
-0.165631	-0.473938	-0.228742	1.02576	-0.234997	0.163686	0.0889346	
-0.213276	-0.466495	-0.225099	1.03714	-0.23812	0.164255	0.0909796	
-0.235638	-0.592483	-0.197066	1.03253	-0.239547	0.162398	0.0929892	
-0.338973	-0.563928	-0.186492	1.08008	-0.241328	0.163541	0.0950615	
-0.380442	-0.492789	-0.192948	1.10991	-0.244255	0.162997	0.0972156	
-0.322392	-0.50043	-0.2062	1.07945	-0.247725	0.163059	0.0991756	
-0.300573	-0.380974	-0.244283	1.08393	-0.25207	0.162478	0.101047	
-0.312139	-0.408728	-0.248079	1.086	-0.255167	0.160486	0.102771	
-0.306808	-0.47784	-0.239025	1.08127	-0.256842	0.160056	0.104234	
-0.354813	-0.509555	-0.223207	1.08645	-0.258776	0.157624	0.105858	
-0.430442	-0.573655	-0.194059	1.09049	-0.260426	0.157423	0.107307	
-0.473587	-0.581721	-0.180207	1.10925	-0.263263	0.156212	0.108781	
-0.535887	-0.619683	-0.164344	1.13122	-0.265572	0.154096	0.110091	
-0.495379	-0.534186	-0.184662	1.12768	-0.268341	0.152388	0.111344	
-0.460488	-0.386447	-0.229317	1.12775	-0.273613	0.150584	0.112464	
-0.366069	-0.343967	-0.264445	1.10178	-0.277704	0.149035	0.113334	
-0.359356	-0.420563	-0.264714	1.08679	-0.280427	0.1473	0.114125	
-0.398952	-0.481336	-0.245887	1.07958	-0.283367	0.144863	0.114882	
-0.411629	-0.497033	-0.229731	1.0822	-0.284929	0.143088	0.115617	
-0.442791	-0.4707	-0.225393	1.105	-0.287636	0.141714	0.116334	
-0.44573	-0.47836	-0.220304	1.10888	-0.290905	0.14006	0.117039	
-0.430178	-0.450056	-0.227294	1.10271	-0.293188	0.139341	0.117729	
-0.343251	-0.400366	-0.257511	1.07944	-0.298601	0.136856	0.11841	
