-2.07582	-1.70863	0.986306	-0.379856	0.705756	-0.506666	
-2.07236	-1.70869	0.978696	-0.378108	0.704314	-0.507565	
-2.07334	-1.70457	0.989145	-0.378925	0.705121	-0.506946	
-2.07494	-1.71051	0.97025	-0.377418	0.703643	-0.508116	
-2.09451	-1.73095	0.950442	-0.375367	0.702253	-0.510639	
-2.17646	-1.67174	0.807809	-0.37633	0.698077	-0.50699	
-2.11963	-1.73455	0.844237	-0.376993	0.702203	-0.50873	
-2.03213	-1.74708	0.933547	-0.379199	0.707855	-0.508278	
-2.05875	-1.74109	0.86085	-0.379415	0.70753	-0.510306	
-2.13111	-1.70715	0.790693	-0.386188	0.711875	-0.508764	
-2.13379	-1.67366	0.759273	-0.390052	0.714592	-0.506922	
-2.07622	-1.67025	0.859433	-0.396608	0.723752	-0.507152	
-1.99219	-1.63585	0.982263	-0.405233	0.734022	-0.503056	
-1.95543	-1.69354	1.0248	-0.406896	0.739227	-0.509202	
-1.94483	-1.72454	0.954556	-0.406106	0.738424	-0.512769	
-1.95973	-1.71471	0.895634	-0.409595	0.740426	-0.511903	
-1.93382	-1.66567	0.87229	-0.414259	0.742621	-0.507179	
-1.90422	-1.61844	0.889721	-0.420147	0.746619	-0.503257	
-1.91223	-1.63412	0.885829	-0.42484	0.750716	-0.505964	
-1.88246	-1.71066	0.89907	-0.423999	0.752496	-0.513669	
-1.83144	-1.71417	0.897348	-0.42652	0.753614	-0.513376	
-1.83065	-1.62583	0.898908	-0.437943	0.759428	-0.504673	
-1.78907	-1.48553	0.882078	-0.445202	0.759804	-0.493603	
-1.7706	-1.52424	0.829202	-0.443385	0.757696	-0.49947	
-1.79442	-1.51814	0.791293	-0.449362	0.760777	-0.497614	
-1.78465	-1.49427	0.741933	-0.452045	0.760419	-0.495518	
-1.78692	-1.47286	0.677732	-0.456072	0.760565	-0.493303	
-1.73014	-1.46107	0.728783	-0.461572	0.765549	-0.489665	
-1.6737	-1.60548	0.747	-0.45462	0.764508	-0.50384	
-1.65087	-1.42057	0.693787	-0.465205	0.765241	-0.486158	
-1.6598	-1.44451	0.652131	-0.465944	0.765252	-0.489193	
-1.63376	-1.3591	0.657026	-0.475904	0.770198	-0.478993	
-1.61418	-1.17061	0.680114	-0.490277	0.776403	-0.461955	
-1.55659	-1.39017	0.703236	-0.477511	0.77345	-0.484559	
-1.49445	-1.58788	0.715658	-0.468025	0.77171	-0.501677	
-1.44631	-1.72719	0.708279	-0.461818	0.770124	-0.513167	
-1.44484	-1.3635	0.599494	-0.482775	0.772094	-0.477034	
-1.45629	-1.28018	0.600733	-0.491748	0.776577	-0.470263	
-1.42905	-1.27736	0.614778	-0.493433	0.777869	-0.471132	
-1.39394	-1.34336	0.606634	-0.49162	0.777756	-0.477239	
-1.35353	-1.39213	0.623981	-0.491706	0.779045	-0.481144	
-1.3043	-1.34918	0.620137	-0.494773	0.779573	-0.477138	
-1.32727	-1.2956	0.585043	-0.501205	0.781682	-0.473092	
-1.3069	-1.28844	0.606484	-0.505019	0.784635	-0.472675	
-1.29857	-1.28903	0.57273	-0.506972	0.784724	-0.474065	
-1.26116	-1.29982	0.58011	-0.508431	0.786093	-0.474941	
-1.22076	-1.29085	0.559257	-0.508631	0.784783	-0.475039	
-1.24552	-1.28075	0.545362	-0.515369	0.788921	-0.474542	
-1.22212	-1.25767	0.554131	-0.519393	0.791111	-0.47274	
-1.18713	-1.24092	0.519394	-0.519569	0.78932	-0.472381	
-1.18402	-1.25804	0.532995	-0.523176	0.793105	-0.474011	
-1.15185	-1.28874	0.566874	-0.524947	0.796366	-0.475927	
-1.15932	-1.26635	0.52054	-0.527863	0.796388	-0.475072	
