-1.48754	0.664156	0.618176	0.265101	0.483047	0.606131	
-1.51349	0.649192	0.604193	0.266921	0.48404	0.603557	
-1.51688	0.629018	0.603847	0.267956	0.483843	0.602684	
-1.52466	0.643241	0.81153	0.262267	0.494109	0.638803	
-1.56524	0.763745	1.42361	0.245199	0.526649	0.735924	
-1.50378	0.789103	0.175156	0.282376	0.465559	0.486801	
-1.25837	0.702638	0.0374351	0.274118	0.444291	0.506894	
-1.1481	0.658416	0.755	0.246703	0.474487	0.668323	
-1.25688	0.909562	0.799174	0.240337	0.491118	0.677754	
-1.47336	1.1023	0.549999	0.247768	0.499812	0.629574	
-1.58214	1.00265	0.451939	0.25892	0.507739	0.610834	
-1.66596	0.629513	0.511498	0.274917	0.522371	0.622366	
-1.68104	0.25683	0.583977	0.285152	0.530828	0.638859	
-1.65661	0.11224	0.50832	0.288848	0.529246	0.632097	
-1.61897	0.213375	0.213226	0.287261	0.514742	0.584756	
-1.48444	0.536228	0.0426944	0.267503	0.495643	0.563165	
-1.39311	0.753887	0.0802102	0.250488	0.490975	0.57615	
-1.35665	0.796499	0.317022	0.23598	0.499574	0.623392	
-1.35374	0.749486	0.582255	0.227823	0.513087	0.672405	
-1.31186	0.674084	0.626986	0.225516	0.512504	0.680093	
-1.2644	0.707127	0.500893	0.220799	0.502542	0.666779	
-1.1848	0.746968	0.347671	0.216252	0.489656	0.650106	
-1.22024	0.647959	0.221614	0.222126	0.484553	0.631713	
-1.26328	0.540696	0.338794	0.223964	0.489972	0.650542	
-1.28888	0.453568	0.541207	0.222737	0.499227	0.682349	
-1.30459	0.450544	0.647867	0.220461	0.503154	0.696127	
-1.19252	0.558836	0.610488	0.213693	0.491181	0.685721	
-1.1307	0.591172	0.500793	0.210476	0.477277	0.667099	
-1.06881	0.645826	0.391227	0.208477	0.46396	0.65329	
-1.08523	0.625013	0.361531	0.209981	0.460989	0.656282	
-1.13548	0.595751	0.413476	0.209978	0.462506	0.670868	
-1.11926	0.618608	0.479573	0.207146	0.460855	0.688779	
-1.054	0.639013	0.482122	0.203433	0.451859	0.690788	
-1.0322	0.645907	0.420463	0.203751	0.4431	0.681229	
-1.08513	0.552005	0.329084	0.214366	0.438885	0.663222	
